market_segment,channel_used,campaign_type,impressions,clicks,conversion_rate,roi,acquisition_cost
Health & Wellness,Instagram,Display,4721,396,0.001,0.065,12022
Health & Wellness,Google Ads,Email,5290,352,0.0,0.045,15913
Outdoor Adventurers,Google Ads,Social Media,3562,640,0.001,0.064,5604
Outdoor Adventurers,Instagram,Display,2517,223,0.0,0.073,6440
Tech Enthusiasts,YouTube,Display,4402,342,0.001,0.031,5632
Fashionistas,YouTube,Influencer,4792,296,0.001,0.076,12803
Health & Wellness,Website,Social Media,4025,293,0.001,0.062,11027
Tech Enthusiasts,Email,Influencer,4381,241,0.001,0.066,6186
Tech Enthusiasts,Google Ads,Search,4597,370,0.001,0.048,14744
Health & Wellness,Google Ads,Email,3933,149,0.001,0.067,14813
Fashionistas,Google Ads,Search,2639,719,0.0,0.02,19042
Health & Wellness,Facebook,Email,7204,672,0.001,0.029,7614
Foodies,Instagram,Search,3868,111,0.001,0.046,14456
Fashionistas,Email,Influencer,1019,627,0.001,0.067,7927
Tech Enthusiasts,Facebook,Influencer,3735,526,0.001,0.079,16285
Foodies,Google Ads,Display,6842,310,0.001,0.056,19931
Tech Enthusiasts,Instagram,Display,2858,671,0.001,0.044,17904
Fashionistas,Email,Search,2028,489,0.0,0.041,7025
Outdoor Adventurers,YouTube,Display,4428,644,0.0,0.055,13405
Fashionistas,Google Ads,Email,7978,334,0.001,0.077,5540
Fashionistas,Facebook,Search,2881,562,0.002,0.071,19491
Foodies,Facebook,Email,7777,882,0.001,0.064,9028
Outdoor Adventurers,YouTube,Email,6010,181,0.001,0.078,15782
Tech Enthusiasts,Email,Search,3311,224,0.001,0.079,5927
Foodies,Instagram,Influencer,9591,857,0.0,0.049,5951
Foodies,Website,Display,4320,271,0.001,0.038,12820
Foodies,Email,Influencer,5401,564,0.002,0.06,10320
Fashionistas,Google Ads,Search,7258,768,0.001,0.075,16383
Fashionistas,Facebook,Influencer,4674,337,0.0,0.042,11100
Outdoor Adventurers,Instagram,Display,9674,256,0.001,0.044,5988
Outdoor Adventurers,Facebook,Search,8967,489,0.0,0.068,11812
Outdoor Adventurers,Google Ads,Display,6845,592,0.001,0.074,15859
Health & Wellness,Google Ads,Email,4013,357,0.0,0.063,18087
Tech Enthusiasts,Website,Display,1766,305,0.0,0.071,6559
Health & Wellness,Google Ads,Display,8629,949,0.0,0.055,5285
Outdoor Adventurers,Instagram,Display,2705,583,0.001,0.026,13561
Tech Enthusiasts,Google Ads,Influencer,7960,549,0.001,0.053,9162
Health & Wellness,Google Ads,Display,8360,230,0.001,0.072,17217
Foodies,YouTube,Social Media,5193,686,0.0,0.031,7353
Fashionistas,Instagram,Influencer,1759,751,0.001,0.076,8664
Fashionistas,Email,Influencer,9846,691,0.001,0.076,13686
Outdoor Adventurers,Email,Influencer,4133,102,0.001,0.025,7603
Foodies,Instagram,Influencer,9282,205,0.001,0.025,16943
Outdoor Adventurers,Website,Influencer,6459,934,0.001,0.034,18232
Outdoor Adventurers,YouTube,Influencer,9599,720,0.001,0.036,8268
Fashionistas,Website,Social Media,3103,825,0.001,0.06,15449
Tech Enthusiasts,Google Ads,Search,6813,894,0.001,0.068,9330
Health & Wellness,Google Ads,Search,1150,712,0.0,0.055,15955
Tech Enthusiasts,Email,Email,8869,999,0.0,0.023,14871
Outdoor Adventurers,Google Ads,Social Media,4097,358,0.001,0.058,14146
Tech Enthusiasts,Website,Social Media,9782,202,0.001,0.02,14503
Fashionistas,Instagram,Social Media,6771,657,0.001,0.034,11757
Fashionistas,Website,Influencer,4549,127,0.001,0.053,10673
Outdoor Adventurers,Email,Email,9815,654,0.0,0.038,5924
Fashionistas,Website,Influencer,6465,277,0.001,0.062,15591
Tech Enthusiasts,Google Ads,Search,8093,449,0.0,0.038,13844
Tech Enthusiasts,Instagram,Social Media,9730,447,0.0,0.029,17167
Fashionistas,Google Ads,Display,3904,678,0.001,0.021,13169
Tech Enthusiasts,Instagram,Influencer,4152,596,0.001,0.045,8430
Fashionistas,Website,Display,5939,1000,0.001,0.056,11615
Outdoor Adventurers,Instagram,Search,5009,130,0.001,0.062,13445
Foodies,YouTube,Display,3909,397,0.0,0.067,8088
Tech Enthusiasts,Google Ads,Search,2126,520,0.0,0.077,19796
Health & Wellness,YouTube,Search,2378,823,0.001,0.05,7740
Fashionistas,Facebook,Influencer,2550,209,0.001,0.02,5995
Foodies,Instagram,Display,3079,505,0.0,0.054,11325
Outdoor Adventurers,Email,Influencer,8080,966,0.0,0.066,9252
Foodies,Instagram,Display,6469,477,0.001,0.045,11032
Tech Enthusiasts,Facebook,Social Media,5111,185,0.001,0.025,16157
Outdoor Adventurers,Email,Influencer,9859,233,0.001,0.023,5891
Tech Enthusiasts,Instagram,Email,1762,677,0.002,0.073,17727
Health & Wellness,Google Ads,Display,1343,494,0.001,0.022,9785
Foodies,Instagram,Display,3488,420,0.001,0.024,12942
Foodies,Facebook,Email,4857,599,0.001,0.062,15016
Foodies,Google Ads,Influencer,6010,204,0.0,0.057,5396
Outdoor Adventurers,Instagram,Influencer,7996,203,0.002,0.066,17399
Fashionistas,YouTube,Influencer,1099,401,0.001,0.024,16858
Health & Wellness,Website,Email,9917,624,0.001,0.035,16004
Fashionistas,YouTube,Search,1958,196,0.001,0.024,11227
Fashionistas,Google Ads,Influencer,8987,343,0.001,0.026,9491
Fashionistas,Instagram,Influencer,7255,365,0.0,0.045,11115
Foodies,Google Ads,Email,5089,297,0.001,0.057,19470
Health & Wellness,Instagram,Search,1395,597,0.002,0.059,9545
Tech Enthusiasts,YouTube,Influencer,6703,374,0.001,0.053,11790
Fashionistas,Website,Influencer,8068,346,0.0,0.044,11933
Tech Enthusiasts,Website,Display,2565,465,0.001,0.075,19890
Health & Wellness,Website,Social Media,1619,951,0.001,0.04,18620
Health & Wellness,Email,Search,1586,511,0.001,0.041,11498
Outdoor Adventurers,Website,Display,7440,675,0.001,0.078,6771
Fashionistas,YouTube,Search,3533,306,0.0,0.026,14930
Health & Wellness,YouTube,Email,1969,503,0.0,0.076,12069
Outdoor Adventurers,Google Ads,Influencer,4285,429,0.001,0.05,7604
Fashionistas,Instagram,Email,7739,574,0.0,0.073,12353
Tech Enthusiasts,Website,Email,1460,204,0.001,0.071,9525
Fashionistas,Google Ads,Social Media,9127,986,0.0,0.036,12795
Foodies,Facebook,Email,9049,348,0.001,0.078,17061
Tech Enthusiasts,Instagram,Influencer,6466,137,0.0,0.07,9891
Foodies,Website,Influencer,8072,447,0.0,0.05,18052
Tech Enthusiasts,Instagram,Display,6717,491,0.0,0.032,10415
Fashionistas,Email,Display,7725,782,0.001,0.075,14590
Foodies,Facebook,Display,4995,325,0.001,0.042,16690
Outdoor Adventurers,Google Ads,Influencer,7748,756,0.0,0.058,5927
Outdoor Adventurers,Email,Influencer,7770,840,0.001,0.066,10748
Foodies,Website,Search,6173,178,0.001,0.061,19411
Fashionistas,Google Ads,Influencer,9446,903,0.0,0.074,12037
Tech Enthusiasts,YouTube,Email,6780,643,0.001,0.03,12086
Tech Enthusiasts,Website,Social Media,4564,644,0.001,0.074,10578
Health & Wellness,Google Ads,Social Media,8022,643,0.002,0.064,7911
Foodies,YouTube,Social Media,6892,384,0.001,0.04,14736
Foodies,Website,Email,2172,961,0.001,0.061,18362
Outdoor Adventurers,Facebook,Social Media,9411,225,0.001,0.06,10717
Foodies,Email,Email,9356,912,0.0,0.058,11202
Health & Wellness,Email,Display,4195,995,0.0,0.043,10818
Fashionistas,Email,Social Media,1127,803,0.0,0.03,10194
Fashionistas,Email,Social Media,6290,629,0.001,0.063,13669
Health & Wellness,YouTube,Influencer,9049,718,0.001,0.021,16585
Foodies,Instagram,Email,6431,365,0.0,0.054,5522
Fashionistas,YouTube,Display,9730,741,0.0,0.061,14464
Foodies,Facebook,Social Media,3784,791,0.001,0.051,5926
Health & Wellness,Website,Influencer,4806,244,0.0,0.052,9253
Outdoor Adventurers,Instagram,Social Media,2621,863,0.001,0.059,13559
Health & Wellness,Facebook,Email,4129,147,0.001,0.03,17728
Outdoor Adventurers,Google Ads,Influencer,4304,972,0.001,0.024,11080
Health & Wellness,Google Ads,Email,4891,661,0.0,0.023,16603
Tech Enthusiasts,YouTube,Influencer,5995,297,0.001,0.053,15852
Outdoor Adventurers,Google Ads,Search,8586,772,0.0,0.064,6280
Outdoor Adventurers,Google Ads,Social Media,8142,660,0.001,0.074,19443
Tech Enthusiasts,Website,Influencer,8126,373,0.001,0.077,11112
Tech Enthusiasts,Facebook,Social Media,3598,369,0.001,0.027,7717
Fashionistas,Facebook,Influencer,4632,550,0.001,0.035,17509
Tech Enthusiasts,Email,Social Media,5889,472,0.001,0.022,13264
Health & Wellness,Facebook,Display,3054,384,0.001,0.031,16558
Health & Wellness,Email,Search,3938,908,0.0,0.066,5173
Health & Wellness,YouTube,Search,8411,312,0.001,0.039,7855
Tech Enthusiasts,Google Ads,Display,2544,828,0.001,0.061,15405
Foodies,Website,Search,3935,717,0.001,0.032,15498
Foodies,Website,Influencer,1733,803,0.001,0.07,11752
Health & Wellness,Instagram,Display,9512,836,0.001,0.024,14628
Foodies,Instagram,Display,1117,660,0.001,0.056,8742
Foodies,Facebook,Email,9520,219,0.001,0.043,17970
Fashionistas,YouTube,Influencer,3643,429,0.001,0.048,10928
Fashionistas,Website,Email,5763,951,0.001,0.045,14938
Health & Wellness,Email,Search,2112,997,0.001,0.049,15455
Health & Wellness,Email,Email,9206,393,0.0,0.076,15780
Fashionistas,Website,Search,2737,356,0.002,0.04,10656
Outdoor Adventurers,Google Ads,Search,6388,859,0.0,0.025,9191
Foodies,Website,Email,8381,563,0.001,0.039,9129
Tech Enthusiasts,Website,Social Media,5760,200,0.0,0.048,14138
Outdoor Adventurers,Website,Social Media,7835,484,0.001,0.079,14891
Foodies,Website,Influencer,3240,675,0.001,0.066,15120
Health & Wellness,YouTube,Search,4773,901,0.001,0.078,17250
Tech Enthusiasts,Facebook,Search,3470,462,0.001,0.072,8931
Outdoor Adventurers,Website,Search,7648,948,0.0,0.034,14953
Tech Enthusiasts,Website,Email,3083,412,0.001,0.054,6842
Foodies,Email,Search,9448,340,0.002,0.075,11882
Tech Enthusiasts,Facebook,Email,3427,592,0.0,0.073,18942
Fashionistas,Email,Email,8625,102,0.001,0.044,7734
Health & Wellness,Instagram,Search,3180,866,0.001,0.048,17309
Foodies,YouTube,Email,3205,702,0.0,0.025,6678
Health & Wellness,Google Ads,Search,6327,915,0.001,0.071,16448
Outdoor Adventurers,YouTube,Influencer,6641,824,0.0,0.073,15921
Foodies,Facebook,Social Media,3465,156,0.001,0.036,18252
Foodies,YouTube,Search,4491,626,0.001,0.029,13457
Tech Enthusiasts,Google Ads,Display,7179,664,0.001,0.058,16831
Fashionistas,Facebook,Influencer,1056,669,0.0,0.039,12314
Fashionistas,Facebook,Display,5715,571,0.001,0.073,9864
Tech Enthusiasts,YouTube,Search,6835,720,0.0,0.037,17164
Health & Wellness,Website,Influencer,9638,480,0.0,0.068,8528
Outdoor Adventurers,Email,Influencer,8838,836,0.001,0.04,7474
Foodies,YouTube,Email,9697,204,0.0,0.065,11732
Outdoor Adventurers,Facebook,Email,7864,427,0.0,0.058,6861
Fashionistas,YouTube,Display,9241,960,0.001,0.032,18225
Outdoor Adventurers,Facebook,Email,5315,147,0.0,0.054,10263
Tech Enthusiasts,Instagram,Social Media,4253,999,0.001,0.068,9898
Fashionistas,Email,Email,4668,533,0.001,0.076,10321
Outdoor Adventurers,YouTube,Social Media,8957,123,0.001,0.035,8248
Outdoor Adventurers,Email,Display,9270,258,0.001,0.033,7574
Fashionistas,Facebook,Influencer,4102,784,0.0,0.066,18321
Outdoor Adventurers,Instagram,Display,5171,981,0.0,0.048,15417
Fashionistas,Instagram,Social Media,3834,748,0.0,0.051,18862
Health & Wellness,Instagram,Influencer,2985,820,0.0,0.037,18560
Foodies,Email,Social Media,1021,703,0.0,0.025,14380
Outdoor Adventurers,Email,Influencer,6121,559,0.001,0.07,9036
Health & Wellness,Facebook,Influencer,3190,104,0.001,0.073,14684
Tech Enthusiasts,Facebook,Email,1938,912,0.0,0.044,9789
Health & Wellness,YouTube,Influencer,7366,549,0.002,0.077,18887
Tech Enthusiasts,YouTube,Display,3145,419,0.001,0.068,13466
Foodies,Google Ads,Search,1203,363,0.001,0.04,19013
Tech Enthusiasts,Facebook,Influencer,7261,311,0.001,0.033,12719
Health & Wellness,Instagram,Email,9739,455,0.001,0.028,17574
Outdoor Adventurers,Instagram,Search,7047,313,0.0,0.05,8078
Outdoor Adventurers,Instagram,Display,8110,890,0.0,0.031,16112
Health & Wellness,Instagram,Social Media,7827,600,0.001,0.046,13037
Outdoor Adventurers,Email,Influencer,7921,873,0.0,0.074,14388
Outdoor Adventurers,Email,Social Media,1744,230,0.0,0.06,14904
Foodies,Email,Email,1747,769,0.0,0.026,8311
Tech Enthusiasts,Instagram,Social Media,9735,642,0.001,0.033,8190
Fashionistas,Website,Display,6063,757,0.001,0.065,19881
Outdoor Adventurers,Website,Email,5350,299,0.001,0.028,18330
Fashionistas,YouTube,Social Media,7434,958,0.001,0.077,13234
Fashionistas,Email,Influencer,5406,342,0.0,0.04,17245
Outdoor Adventurers,YouTube,Display,4162,130,0.0,0.02,17307
Health & Wellness,Facebook,Influencer,8525,815,0.001,0.068,7981
Tech Enthusiasts,YouTube,Email,8888,441,0.001,0.034,19160
Foodies,Email,Search,6175,244,0.0,0.05,19973
Tech Enthusiasts,YouTube,Display,6159,845,0.0,0.065,5873
Foodies,Website,Email,4467,600,0.001,0.036,6424
Fashionistas,Google Ads,Display,5608,439,0.001,0.058,18483
Foodies,Instagram,Influencer,1919,323,0.002,0.036,12510
Tech Enthusiasts,Email,Display,1552,167,0.0,0.038,16397
Foodies,Website,Social Media,2791,578,0.0,0.032,17822
Outdoor Adventurers,Facebook,Influencer,9816,260,0.001,0.025,5686
Tech Enthusiasts,Facebook,Search,7939,391,0.001,0.052,18693
Outdoor Adventurers,YouTube,Email,4884,331,0.001,0.059,16504
Outdoor Adventurers,Instagram,Display,4081,118,0.001,0.024,17780
Tech Enthusiasts,Website,Influencer,2157,769,0.002,0.052,7082
Fashionistas,Google Ads,Email,9139,238,0.001,0.078,13536
Outdoor Adventurers,Google Ads,Search,7604,692,0.001,0.04,17188
Health & Wellness,YouTube,Social Media,1693,876,0.0,0.074,10910
Tech Enthusiasts,YouTube,Influencer,3359,283,0.0,0.054,17590
Tech Enthusiasts,Instagram,Display,7747,143,0.001,0.066,13260
Outdoor Adventurers,Website,Display,3199,547,0.0,0.06,16743
Foodies,Instagram,Email,5789,468,0.001,0.051,7773
Outdoor Adventurers,Email,Social Media,7250,972,0.0,0.053,11065
Health & Wellness,Email,Search,5880,810,0.001,0.035,18466
Foodies,YouTube,Search,3431,388,0.001,0.03,5255
Health & Wellness,Google Ads,Social Media,9389,287,0.001,0.054,18093
Outdoor Adventurers,Instagram,Influencer,8236,681,0.0,0.031,8986
Outdoor Adventurers,Facebook,Display,5931,893,0.0,0.022,15984
Foodies,Facebook,Social Media,2696,122,0.001,0.08,18104
Health & Wellness,Google Ads,Email,3494,363,0.001,0.049,12725
Fashionistas,Website,Influencer,1977,672,0.0,0.077,16043
Outdoor Adventurers,Instagram,Social Media,5504,167,0.002,0.029,8998
Tech Enthusiasts,YouTube,Search,3050,251,0.0,0.053,9313
Tech Enthusiasts,Instagram,Influencer,9064,734,0.001,0.036,10409
Foodies,Email,Influencer,4742,295,0.002,0.064,18999
Health & Wellness,Website,Search,5230,243,0.001,0.069,11837
Health & Wellness,YouTube,Search,5311,428,0.001,0.078,16088
Fashionistas,Website,Influencer,9017,475,0.001,0.033,16465
Foodies,Email,Influencer,7000,288,0.001,0.023,14969
Outdoor Adventurers,Instagram,Email,7244,850,0.001,0.059,5764
Foodies,Website,Search,1016,408,0.001,0.023,5243
Health & Wellness,Facebook,Search,9277,323,0.001,0.056,7557
Outdoor Adventurers,Google Ads,Social Media,8622,252,0.001,0.04,14046
Outdoor Adventurers,Website,Search,4370,766,0.001,0.043,10248
Foodies,Email,Influencer,2220,880,0.001,0.06,9003
Fashionistas,Google Ads,Display,8038,269,0.0,0.04,15824
Health & Wellness,Instagram,Influencer,5370,742,0.0,0.046,6229
Fashionistas,Google Ads,Display,3909,656,0.001,0.053,18607
Fashionistas,Facebook,Search,2991,206,0.0,0.055,5214
Fashionistas,Google Ads,Influencer,4860,642,0.001,0.037,15423
Fashionistas,Email,Search,5258,168,0.001,0.052,8808
Tech Enthusiasts,Facebook,Influencer,2545,528,0.002,0.027,16385
Outdoor Adventurers,Website,Search,8953,738,0.0,0.055,9142
Health & Wellness,Facebook,Display,3204,561,0.001,0.068,18891
Foodies,Instagram,Influencer,9827,437,0.0,0.073,16014
Foodies,Facebook,Display,4737,791,0.001,0.023,14253
Outdoor Adventurers,Instagram,Search,9983,601,0.0,0.054,5543
Outdoor Adventurers,Email,Email,4279,350,0.001,0.067,5345
Tech Enthusiasts,Website,Search,6149,322,0.001,0.075,5163
Outdoor Adventurers,Facebook,Search,6703,645,0.0,0.065,19995
Fashionistas,Google Ads,Search,2085,349,0.0,0.042,12786
Tech Enthusiasts,Instagram,Email,9745,456,0.001,0.037,14188
Fashionistas,Email,Email,8994,697,0.001,0.039,10956
Foodies,Website,Social Media,1911,788,0.001,0.05,6122
Outdoor Adventurers,YouTube,Search,9142,218,0.001,0.036,12900
Tech Enthusiasts,Google Ads,Social Media,2892,242,0.001,0.064,6726
Foodies,Website,Search,7710,226,0.0,0.026,18302
Foodies,Website,Display,6826,620,0.0,0.066,7286
Outdoor Adventurers,Website,Social Media,7976,440,0.002,0.065,12198
Foodies,Website,Email,9685,907,0.001,0.05,5350
Outdoor Adventurers,YouTube,Search,2999,844,0.002,0.052,17362
Fashionistas,YouTube,Influencer,6442,446,0.0,0.021,18705
Tech Enthusiasts,Email,Display,2000,430,0.001,0.038,10600
Fashionistas,Google Ads,Social Media,7798,205,0.001,0.067,15915
Foodies,Website,Search,4310,217,0.0,0.068,11641
Health & Wellness,Website,Influencer,4177,867,0.001,0.046,13380
Tech Enthusiasts,Instagram,Email,4558,553,0.001,0.034,8923
Outdoor Adventurers,Email,Display,6898,497,0.0,0.023,17869
Health & Wellness,Google Ads,Display,5169,826,0.001,0.044,8565
Foodies,Facebook,Social Media,1711,897,0.0,0.035,6054
Outdoor Adventurers,Facebook,Search,4355,812,0.0,0.049,12693
Tech Enthusiasts,Website,Influencer,1339,131,0.001,0.061,11562
Health & Wellness,Email,Email,9072,585,0.001,0.047,17978
Fashionistas,YouTube,Search,4324,109,0.001,0.06,11554
Foodies,YouTube,Display,8464,969,0.001,0.066,9783
Tech Enthusiasts,Google Ads,Influencer,5042,402,0.001,0.062,14337
Fashionistas,Facebook,Display,3225,322,0.0,0.031,9593
Tech Enthusiasts,Website,Search,4037,216,0.001,0.078,13069
Outdoor Adventurers,Instagram,Display,5880,418,0.001,0.065,6029
Health & Wellness,Instagram,Social Media,1928,542,0.0,0.072,16943
Foodies,Google Ads,Display,9714,597,0.002,0.043,10184
Tech Enthusiasts,YouTube,Display,3075,557,0.001,0.075,5905
Tech Enthusiasts,Website,Social Media,9536,872,0.001,0.036,18930
Outdoor Adventurers,Facebook,Influencer,5043,132,0.001,0.079,11518
Outdoor Adventurers,Email,Social Media,9684,944,0.001,0.028,7282
Tech Enthusiasts,Website,Social Media,5127,954,0.0,0.043,12123
Health & Wellness,YouTube,Email,9087,618,0.001,0.041,12222
Fashionistas,Website,Email,3757,201,0.001,0.035,15187
Health & Wellness,Google Ads,Email,7405,217,0.001,0.051,17692
Fashionistas,Website,Influencer,5035,538,0.001,0.07,14651
Tech Enthusiasts,Website,Search,8740,283,0.001,0.044,18007
Health & Wellness,Website,Influencer,5348,109,0.001,0.07,11819
Foodies,Google Ads,Display,3338,807,0.0,0.061,9026
Tech Enthusiasts,Instagram,Display,6592,611,0.001,0.037,18561
Foodies,Facebook,Search,4864,585,0.001,0.079,5819
Health & Wellness,Website,Display,6575,535,0.0,0.052,13610
Outdoor Adventurers,Facebook,Influencer,9051,681,0.0,0.065,17751
Outdoor Adventurers,Website,Display,7606,494,0.001,0.025,12268
Foodies,Instagram,Influencer,4193,370,0.001,0.052,10317
Outdoor Adventurers,Website,Search,2119,857,0.0,0.04,7856
Health & Wellness,Website,Search,9758,438,0.0,0.067,8846
Outdoor Adventurers,Facebook,Social Media,9798,410,0.0,0.026,5929
Fashionistas,Website,Search,4045,393,0.0,0.069,14885
Health & Wellness,Facebook,Influencer,4086,514,0.001,0.053,15190
Outdoor Adventurers,Website,Display,1105,780,0.001,0.04,10543
Outdoor Adventurers,Website,Search,6287,474,0.001,0.051,14721
Tech Enthusiasts,Facebook,Search,2745,816,0.001,0.054,10857
Foodies,YouTube,Influencer,5826,586,0.001,0.043,15460
Outdoor Adventurers,Facebook,Email,7366,390,0.001,0.032,12063
Health & Wellness,YouTube,Influencer,1083,649,0.0,0.079,8050
Tech Enthusiasts,Email,Influencer,2804,550,0.001,0.068,12977
Health & Wellness,Google Ads,Email,2035,406,0.001,0.042,5680
Tech Enthusiasts,Facebook,Social Media,9139,668,0.001,0.07,11349
Outdoor Adventurers,Facebook,Email,1412,389,0.0,0.068,9209
Outdoor Adventurers,Facebook,Influencer,5138,118,0.001,0.066,8484
Outdoor Adventurers,Google Ads,Search,1884,117,0.0,0.042,11911
Fashionistas,Instagram,Influencer,7606,414,0.001,0.038,10482
Tech Enthusiasts,Website,Display,1313,822,0.0,0.048,8688
Tech Enthusiasts,Instagram,Search,3137,781,0.001,0.035,9864
Tech Enthusiasts,Facebook,Email,9111,827,0.001,0.074,14229
Tech Enthusiasts,Facebook,Influencer,5588,625,0.001,0.07,18537
Health & Wellness,Facebook,Influencer,9269,489,0.001,0.064,18181
Foodies,Instagram,Email,6755,962,0.001,0.054,12275
Outdoor Adventurers,Email,Email,5425,559,0.001,0.072,5074
Tech Enthusiasts,Instagram,Display,5252,943,0.0,0.021,7248
Tech Enthusiasts,Facebook,Influencer,1367,247,0.001,0.046,18363
